"type","seq_id","item_id","main_tags","event_tags","archi_tags"
"gastronomie","134","14","Restaurant","",""
"gastronomie","134","15","Museum;Castle","","Renaissance;Classique;Gothique"
"gastronomie","134","16","HotelRestaurant","",""
"gastronomie","134","17","HotelRestaurant","",""
"gastronomie","135","0","HotelRestaurant","",""
"gastronomie","135","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","135","2","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","135","3","NaturalHeritage","",""
"gastronomie","135","4","ParkAndGarden;Castle","","Renaissance"
"gastronomie","135","5","Church","",""
"gastronomie","135","6","HotelRestaurant","",""
"gastronomie","135","7","HotelRestaurant","",""
"gastronomie","135","8","FastFoodRestaurant;HotelRestaurant","",""
"gastronomie","135","9","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;Practice;Product;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice;FreePractice",""
"gastronomie","135","10","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","135","11","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","135","12","Restaurant","",""
"gastronomie","135","13","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","135","14","FastFoodRestaurant;HotelRestaurant","",""
"gastronomie","135","15","FastFoodRestaurant;HotelRestaurant","",""
"gastronomie","136","0","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","136","1","Museum;TechnicalHeritage","",""
"gastronomie","136","2","Museum;Castle","",""
"gastronomie","136","3","BrasserieOrTavern","",""
"gastronomie","136","4","Church","",""
"gastronomie","136","5","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","136","6","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","136","7","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","136","8","HotelRestaurant","",""
"gastronomie","136","9","Museum","",""
"gastronomie","136","10","NaturalHeritage;Mill","",""
"gastronomie","136","11","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","136","12","ArcheologicalSite;ReligiousSite;Museum;TechnicalHeritage","","Gallo-romain"
"gastronomie","136","13","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","136","14","ParkAndGarden;Museum;Castle","",""
"gastronomie","136","15","ParkAndGarden;Museum;Castle","","Contemporain"
"gastronomie","136","16","HotelRestaurant","",""
"gastronomie","136","17","HotelRestaurant","",""
"gastronomie","137","0","HotelRestaurant","",""
"gastronomie","137","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","137","2","BrasserieOrTavern","",""
"gastronomie","137","3","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","137","4","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","137","5","HotelRestaurant","",""
"gastronomie","137","6","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","137","7","HotelRestaurant","",""
"gastronomie","137","8","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","137","9","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;Practice;Product;IntroductionCourse;EquipmentRental;FreePractice",""
"gastronomie","137","10","NaturalHeritage","",""
"gastronomie","137","11","BrasserieOrTavern","",""
"gastronomie","137","12","Museum;IndustrialSite","",""
"gastronomie","137","13","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","137","14","HolidayCentre","",""
"gastronomie","137","15","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","138","0","HotelRestaurant","",""
"gastronomie","138","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","138","2","SportsAndLeisurePlace;EquipmentRentalShop","Product;Practice;Rental;EquipmentRental;FreePractice",""
"gastronomie","138","3","NaturalHeritage","",""
"gastronomie","138","4","ParkAndGarden","",""
"gastronomie","138","5","HolidayCentre","",""
"gastronomie","138","6","HotelRestaurant","",""
"gastronomie","138","7","HotelRestaurant","",""
"gastronomie","138","8","ParkAndGarden","",""
"gastronomie","138","9","GourmetRestaurant","",""
"gastronomie","138","10","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","138","11","InterpretationCentre;Museum;TechnicalHeritage","",""
"gastronomie","138","12","Museum","",""
"gastronomie","138","13","HolidayCentre","",""
"gastronomie","138","14","HotelRestaurant","",""
"gastronomie","139","0","HotelRestaurant","",""
"gastronomie","139","1","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Product;Practice;Rental;EquipmentRental;FreePractice",""
"gastronomie","139","2","ParkAndGarden;Citadel;Dungeon;Castle","",""
"gastronomie","139","3","ParkAndGarden;Ruins;Castle","","Médiéval"
"gastronomie","139","4","ProducersGroup;WineCellar","Practice;Product;Tasting",""
"gastronomie","139","5","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","139","6","HotelRestaurant","",""
"gastronomie","139","7","HotelRestaurant","",""
"gastronomie","139","8","HotelRestaurant","",""
"gastronomie","139","9","LocalTouristOffice;IncomingTravelAgency","",""
"gastronomie","139","10","Restaurant","",""
"gastronomie","139","11","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","139","12","HotelRestaurant","",""
"gastronomie","139","13","GroupLodging;HolidayCentre;StopOverOrGroupLodge","",""
"gastronomie","139","14","HotelRestaurant","",""
"gastronomie","140","0","HotelRestaurant","",""
"gastronomie","140","1","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Product;Practice;Rental;EquipmentRental",""
"gastronomie","140","2","Museum;IndustrialSite","",""
"gastronomie","140","3","BrasserieOrTavern","",""
"gastronomie","140","4","ParkAndGarden;PigeonLoft;Museum;Castle","",""
"gastronomie","140","5","NaturalHeritage;Museum;IndustrialSite","",""
"gastronomie","140","6","NaturalHeritage;Museum;TechnicalHeritage","",""
"gastronomie","140","7","PigeonLoft;Castle","","Renaissance"
"gastronomie","140","8","HotelRestaurant","",""
"gastronomie","140","9","YouthHostelAndInternationalCenter","",""
"gastronomie","140","10","HotelRestaurant","",""
"gastronomie","140","11","HotelRestaurant","",""
"gastronomie","140","12","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","140","13","ParkAndGarden","",""
"gastronomie","140","14","NaturalHeritage;Museum;TechnicalHeritage","",""
"gastronomie","140","15","FarmhouseInn","",""
"gastronomie","140","16","HolidayCentre;GroupLodging","",""
"gastronomie","140","17","HotelRestaurant","",""
"gastronomie","140","18","HotelRestaurant","",""
"gastronomie","141","0","HotelRestaurant","",""
"gastronomie","141","1","HolidayResort","",""
"gastronomie","141","2","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","141","3","FarmhouseInn","",""
"gastronomie","141","4","SportsAndLeisurePlace;EquipmentRentalShop","Rental;MultiActivity;Practice;Product;Course;DevelopmentCourse;IntroductionCourse;EquipmentRental;FreePractice",""
"gastronomie","141","5","YouthHostelAndInternationalCenter","",""
"gastronomie","141","6","GroupLodging","",""
"gastronomie","141","7","HotelRestaurant","",""
"gastronomie","141","8","HotelRestaurant","",""
"gastronomie","141","9","ParkAndGarden;PigeonLoft;Museum;Castle","",""
"gastronomie","141","10","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","141","11","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","141","12","HotelRestaurant","",""
"gastronomie","141","13","HotelRestaurant","",""
"gastronomie","142","0","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","142","1","CulturalSite;CaveSinkholeOrAven","",""
"gastronomie","142","2","BrasserieOrTavern","",""
"gastronomie","142","3","ParkAndGarden;Citadel;Abbey;Castle;Mill;Cloister","",""
"gastronomie","142","4","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","142","5","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","142","6","HotelRestaurant","",""
"gastronomie","142","7","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","142","8","Restaurant","",""
"gastronomie","142","9","Museum","",""
"gastronomie","142","10","HolidayResort","",""
"gastronomie","142","11","HotelRestaurant","",""
"gastronomie","143","0","HotelRestaurant","",""
"gastronomie","143","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","143","2","NaturalHeritage","",""
"gastronomie","143","3","Restaurant","",""
"gastronomie","143","4","Museum;TechnicalHeritage","",""
"gastronomie","143","5","HotelRestaurant","",""
"gastronomie","143","6","HotelRestaurant","",""
"gastronomie","143","7","HotelRestaurant","",""
"gastronomie","143","8","FortifiedCastle","","Médiéval"
"gastronomie","143","9","Restaurant","",""
"gastronomie","143","10","Church","","Roman"
"gastronomie","143","11","ProducersGroup;WineCellar","Practice;Product;Tasting",""
"gastronomie","143","12","HotelRestaurant","",""
"gastronomie","143","13","HotelRestaurant","",""
"gastronomie","144","0","HotelRestaurant","",""
"gastronomie","144","1","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","144","2","Restaurant","",""
"gastronomie","144","3","ParkAndGarden","",""
"gastronomie","144","4","ParkAndGarden","",""
"gastronomie","144","5","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","144","6","NaturalHeritage","",""
"gastronomie","144","7","Ruins;Church;CityHeritage","",""
"gastronomie","144","8","HotelRestaurant","",""
"gastronomie","144","9","HolidayResort","",""
"gastronomie","144","10","HotelRestaurant","",""
"gastronomie","144","11","HotelRestaurant","",""
"gastronomie","144","12","NaturalHeritage;Museum","",""
"gastronomie","144","13","ParkAndGarden;Ruins;Tower;Castle","",""
"gastronomie","144","14","CafeOrTeahouse;Restaurant","",""
"gastronomie","144","15","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","144","16","HotelRestaurant","",""
"gastronomie","144","17","GroupLodging","",""
"gastronomie","144","18","HotelRestaurant","",""
"gastronomie","145","0","HotelRestaurant","",""
"gastronomie","145","1","Museum;TechnicalHeritage","",""
"gastronomie","145","2","Church","",""
"gastronomie","145","3","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","145","4","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","145","5","Citadel;Castle","",""
"gastronomie","145","6","ParkAndGarden;Chapel","","Renaissance;Gothique;Roman"
"gastronomie","145","7","BrasserieOrTavern","",""
"gastronomie","145","8","ParkAndGarden","",""
"gastronomie","145","9","Church","",""
"gastronomie","145","10","Citadel;Castle","",""
"gastronomie","145","11","ParkAndGarden;NaturalHeritage;Castle","","Contemporain"
"gastronomie","145","12","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","145","13","NaturalHeritage;Mill;Museum","","Xixe siècle"
"gastronomie","145","14","HolidayResort","",""
"gastronomie","145","15","HotelRestaurant","",""
"gastronomie","145","16","HotelRestaurant","",""
"gastronomie","145","17","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","145","18","ParkAndGarden","",""
"gastronomie","145","19","SportsAndLeisurePlace","MultiActivity;Practice;Product;Course;DevelopmentCourse;IntroductionCourse;FreePractice",""
"gastronomie","145","20","HotelRestaurant","",""
"gastronomie","145","21","HotelRestaurant","",""
"gastronomie","146","0","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","146","1","GroupLodging","",""
"gastronomie","146","2","Restaurant","",""
"gastronomie","146","3","Museum","",""
"gastronomie","146","4","ClubOrHolidayVillage","",""
"gastronomie","146","5","BrasserieOrTavern;HotelRestaurant","",""
"gastronomie","146","6","HotelRestaurant","",""
"gastronomie","146","7","ParkAndGarden;Castle","","Renaissance"
"gastronomie","146","8","BrasserieOrTavern","",""
"gastronomie","146","9","Church","",""
"gastronomie","146","10","HotelRestaurant","",""
"gastronomie","146","11","HotelRestaurant","",""
"gastronomie","147","0","CafeOrTeahouse;HotelRestaurant","",""
"gastronomie","147","1","Museum;TechnicalHeritage","",""
"gastronomie","147","2","Restaurant","",""
"gastronomie","147","3","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;MultiActivity;Practice;Product;Course;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice;FreePractice",""
"gastronomie","147","4","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","147","5","CafeOrTeahouse;HotelRestaurant","",""
"gastronomie","147","6","CafeOrTeahouse;HotelRestaurant","",""
"gastronomie","147","7","HotelRestaurant","",""
"gastronomie","147","8","NaturalHeritage","",""
"gastronomie","147","9","FarmhouseInn","",""
"gastronomie","147","10","Castle","",""
"gastronomie","147","11","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","147","12","GroupLodging","",""
"gastronomie","147","13","HotelRestaurant","",""
"gastronomie","148","0","HotelRestaurant","",""
"gastronomie","148","1","Church","",""
"gastronomie","148","2","Restaurant","",""
"gastronomie","148","3","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","148","4","Church","","Renaissance"
"gastronomie","148","5","HotelRestaurant","",""
"gastronomie","148","6","HotelRestaurant","",""
"gastronomie","148","7","HotelRestaurant","",""
"gastronomie","148","8","Abbey;Cloister;Church","","Gothique;Roman"
"gastronomie","148","9","Castle","",""
"gastronomie","148","10","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","148","11","Restaurant","",""
"gastronomie","148","12","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;Practice;Product;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice;FreePractice",""
"gastronomie","148","13","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","148","14","NaturalHeritage","",""
"gastronomie","148","15","WineCellar;Cooperative","Practice;Product;Tasting",""
"gastronomie","148","16","HotelRestaurant","",""
"gastronomie","148","17","HotelRestaurant","",""
"gastronomie","149","0","HotelRestaurant","",""
"gastronomie","149","1","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","149","2","GourmetRestaurant","",""
"gastronomie","149","3","HolidayResort","",""
"gastronomie","149","4","Museum;TechnicalHeritage","",""
"gastronomie","149","5","ParkAndGarden","",""
"gastronomie","149","6","SportsAndLeisurePlace;EquipmentRentalShop","Product;Practice;Rental;EquipmentRental;FreePractice",""
"gastronomie","149","7","Church","","Roman"
"gastronomie","149","8","NaturalHeritage","",""
"gastronomie","149","9","Museum;Castle","","Renaissance;Classique;Gothique"
"gastronomie","149","10","Church","",""
"gastronomie","149","11","HotelRestaurant","",""
"gastronomie","149","12","HolidayResort","",""
"gastronomie","149","13","HotelRestaurant","",""
"gastronomie","149","14","HotelRestaurant","",""
"gastronomie","149","15","Tower;Cloister;TechnicalHeritage;Cathedral","",""
"gastronomie","149","16","WineCellar;Producer","Practice;Product;Tasting",""
"gastronomie","149","17","HotelRestaurant","",""
"gastronomie","149","18","HotelRestaurant","",""
"culturel","150","0","HotelRestaurant","",""
"culturel","150","1","Castle","",""
"culturel","150","2","NaturalHeritage;Museum;TechnicalHeritage","",""
"culturel","150","3","Restaurant","",""
"culturel","150","4","GroupLodging","",""
"culturel","150","5","ParkAndGarden","",""
"culturel","150","6","ParkAndGarden;Castle","",""
"culturel","150","7","NaturalHeritage","",""
"culturel","150","8","NaturalHeritage","",""
"culturel","150","9","NaturalHeritage;Museum;TechnicalHeritage","",""
"culturel","150","10","Museum;TechnicalHeritage","",""
"culturel","150","11","WineCellar;Producer","Practice;Product;Tasting",""
"culturel","150","12","HotelRestaurant","",""
"culturel","150","13","HotelRestaurant","",""
"culturel","150","14","SelfCateringAccommodation","",""
"culturel","150","15","ParkAndGarden;Castle","","Renaissance"
"culturel","150","16","RemarkableBuilding;Museum","",""
"culturel","150","17","ParkAndGarden","",""
"culturel","150","18","Church","","Roman"
"culturel","150","19","SportsAndLeisurePlace;EquipmentRepairShop;EquipmentRentalShop","MultiActivity;Product;Practice;Rental;EquipmentRental;FreePractice",""
"culturel","150","20","SelfCateringAccommodation","",""
"culturel","150","21","SelfCateringAccommodation","",""
"culturel","151","0","HotelRestaurant","",""
"culturel","151","1","ParkAndGarden;Castle;Museum;Cloister;Collegiate","",""
"culturel","151","2","ParkAndGarden;Ruins;Tower;Castle","",""
"culturel","151","3","Church","","Renaissance;Médiéval"
"culturel","151","4","Church","",""
"culturel","151","5","FarmhouseInn","",""
"culturel","151","6","Museum","",""
"culturel","151","7","HotelRestaurant","",""
"culturel","151","8","StopOverOrGroupLodge;GroupLodging","",""
"culturel","151","9","HotelRestaurant","",""
"culturel","151","10","SelfCateringAccommodation","",""
"culturel","151","11","Museum;TechnicalHeritage","",""
"culturel","151","12","ParkAndGarden;PigeonLoft;Museum;Castle","",""
"culturel","151","13","Museum;TechnicalHeritage","",""
"culturel","151","14","ParkAndGarden","",""
"culturel","151","15","Bridge;Dungeon;CityHeritage;Church;IndustrialSite","","Renaissance;Médiéval;Roman"
"culturel","151","16","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;MultiActivity;Practice;Product;Rental;EquipmentRental",""
"culturel","151","17","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;MultiActivity;Practice;Product;Course;DevelopmentCourse;Rental;EquipmentRental;FreePractice",""
"culturel","151","18","Church","",""
"culturel","151","19","ParkAndGarden;Ruins;Tower;Castle","",""
"culturel","151","20","ParkAndGarden;Citadel;Dungeon;Castle","",""
"culturel","151","21","Ruins;Museum;RomanPath","","Gallo-romain"
"culturel","151","22","Museum;TechnicalHeritage","",""
"culturel","151","23","Church","","Roman"
"culturel","151","24","ParkAndGarden;Castle","",""
"culturel","151","25","SelfCateringAccommodation","",""
"culturel","151","26","SelfCateringAccommodation","",""
"culturel","152","0","SelfCateringAccommodation","",""
"culturel","152","1","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;MultiActivity;Practice;Product;Course;DevelopmentCourse;Rental;EquipmentRental;FreePractice",""
"culturel","152","2","Church","","Renaissance;Médiéval"
"culturel","152","3","FarmhouseInn","",""
"culturel","152","4","ParkAndGarden;Castle","",""
"culturel","152","5","SelfCateringAccommodation","",""
"culturel","152","6","SelfCateringAccommodation","",""
"culturel","152","7","HotelRestaurant","",""
"culturel","152","8","Museum;TechnicalHeritage","",""
"culturel","152","9","Restaurant;FastFoodRestaurant","",""
"culturel","152","10","Museum","",""
"culturel","152","11","HotelRestaurant","",""
"culturel","152","12","HotelRestaurant","",""
"culturel","153","0","SelfCateringAccommodation","",""
"culturel","153","1","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;MultiActivity;Practice;Product;Course;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice;FreePractice",""
"culturel","153","2","Restaurant","",""
"culturel","153","3","BoutiqueOrLocalShop;EquipmentRentalShop","",""
"culturel","153","4","GroupLodging;HolidayCentre;StopOverOrGroupLodge","",""
"culturel","153","5","SelfCateringAccommodation","",""
"culturel","153","6","SelfCateringAccommodation","",""
"culturel","153","7","Museum","",""
"culturel","153","8","ParkAndGarden;Castle;Museum;Cloister;Collegiate","",""
"culturel","153","9","Restaurant","",""
"culturel","153","10","Museum;TechnicalHeritage","","Renaissance;Xixe siècle"
"culturel","153","11","Museum","",""
"culturel","153","12","FortifiedCastle;Museum;Castle","","Renaissance;Médiéval"
"culturel","153","13","ParkAndGarden;PigeonLoft;Church;Castle","",""
"culturel","153","14","Castle","",""
"culturel","153","15","SelfCateringAccommodation","",""
"culturel","153","16","SelfCateringAccommodation","",""
"culturel","154","0","HotelRestaurant","",""
"culturel","154","1","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;MultiActivity;Practice;Product;Course;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice;FreePractice",""
"culturel","154","2","BrasserieOrTavern","",""
"culturel","154","3","Church;CityHeritage","",""
"culturel","154","4","ArcheologicalSite;ReligiousSite;Museum;TechnicalHeritage","","Gallo-romain"
"culturel","154","5","LocalTouristOffice;IncomingTravelAgency","",""
"culturel","154","6","HotelRestaurant","",""
"culturel","154","7","SelfCateringAccommodation","",""
"culturel","154","8","Museum;TechnicalHeritage","",""
"culturel","154","9","Museum;TechnicalHeritage","",""
"culturel","154","10","Abbey;Cloister;Church","","Gothique;Roman"
"culturel","154","11","HolidayResort","",""
"culturel","154","12","SelfCateringAccommodation","",""
"culturel","155","0","SelfCateringAccommodation","",""
"culturel","155","1","ParkAndGarden;Castle","",""
"culturel","155","2","ParkAndGarden","",""
"culturel","155","3","ClubOrHolidayVillage","",""
"culturel","155","4","Church","","Renaissance"
"culturel","155","5","Bridge;Ruins;CityHeritage;TechnicalHeritage;Convent;Chapel;Church","",""
"culturel","155","6","Church","",""
"culturel","155","7","Museum;TechnicalHeritage","",""
"culturel","155","8","NaturalHeritage","",""
"culturel","155","9","SelfCateringAccommodation","",""
"culturel","155","10","SelfCateringAccommodation","",""
"culturel","155","11","HotelRestaurant","",""
"culturel","155","12","Museum","",""
"culturel","155","13","Museum;TechnicalHeritage","",""
"culturel","155","14","ParkAndGarden","",""
"culturel","155","15","NaturalHeritage","",""
"culturel","155","16","HotelRestaurant","",""
"culturel","155","17","HotelRestaurant","",""
"culturel","156","0","SelfCateringAccommodation","",""
"culturel","156","1","Church","","Renaissance;Médiéval"
"culturel","156","2","Castle","",""
"culturel","156","3","Museum;TechnicalHeritage","",""
"culturel","156","4","BrasserieOrTavern","",""
"culturel","156","5","ParkAndGarden","",""
"culturel","156","6","SelfCateringAccommodation","",""
"culturel","156","7","YouthHostelAndInternationalCenter","",""
"culturel","156","8","SelfCateringAccommodation","",""
"culturel","156","9","SelfCateringAccommodation","",""
"culturel","156","10","NaturalHeritage","",""
"culturel","156","11","Church","",""
"culturel","156","12","ParkAndGarden;Castle","",""
"culturel","156","13","CafeOrTeahouse;Restaurant","",""
"culturel","156","14","Museum;TechnicalHeritage","",""
"culturel","156","15","HolidayCentre","",""
"culturel","156","16","SelfCateringAccommodation","",""
"culturel","157","0","HotelRestaurant","",""
"culturel","157","1","Church","",""
"culturel","157","2","ParkAndGarden","","Contemporain"
"culturel","157","3","ParkAndGarden","",""
"culturel","157","4","GroupLodging","",""
"culturel","157","5","HotelRestaurant","",""
"culturel","157","6","SelfCateringAccommodation","",""
"culturel","157","7","Church","",""
"culturel","157","8","BrasserieOrTavern","",""
"culturel","157","9","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Product;Practice;Rental;EquipmentRental;FreePractice",""
"culturel","157","10","SelfCateringAccommodation","",""
"culturel","157","11","YouthHostelAndInternationalCenter","",""
"culturel","157","12","SelfCateringAccommodation","",""
"culturel","158","0","HotelRestaurant","",""
"culturel","158","1","ParkAndGarden;Castle","",""
"culturel","158","2","Museum;TechnicalHeritage","",""
"culturel","158","3","ParkAndGarden;Museum","",""
"culturel","158","4","ParkAndGarden;Museum","",""
"culturel","158","5","Museum;TechnicalHeritage","",""
"culturel","158","6","ParkAndGarden","",""
"culturel","158","7","NaturalHeritage;Mill;Museum","","Xixe siècle"
"culturel","158","8","ParkAndGarden;TechnicalHeritage;Castle","","Contemporain;Renaissance"
"culturel","158","9","Museum;TechnicalHeritage","",""
"culturel","158","10","NaturalHeritage;Museum;TechnicalHeritage","",""
"culturel","158","11","Restaurant","",""
"culturel","158","12","Museum","",""
"culturel","158","13","Museum;TechnicalHeritage","",""
"culturel","158","14","Museum","",""
"culturel","158","15","CityHeritage;PigeonLoft;Mill;Church;Farm","","Médiéval"
"culturel","158","16","ParkAndGarden;NaturalHeritage;Castle","","Contemporain"
"culturel","158","17","HolidayResort","",""
"culturel","158","18","NaturalHeritage;Mill","",""
"culturel","158","19","HotelRestaurant","",""
"culturel","158","20","HotelRestaurant","",""
"culturel","158","21","HotelRestaurant","",""
"culturel","158","22","Castle","",""
"culturel","158","23","ParkAndGarden","",""
"culturel","158","24","NaturalHeritage","",""
"culturel","158","25","ArcheologicalSite;ReligiousSite;Museum;TechnicalHeritage","","Gallo-romain"
"culturel","158","26","Church","","Roman"
"culturel","158","27","ParkAndGarden;Castle","","Médiéval"
"culturel","158","28","NaturalHeritage;Museum","","Contemporain"
"culturel","158","29","Museum","",""
"culturel","158","30","NaturalHeritage","",""
"culturel","158","31","SportsAndLeisurePlace","AccompaniedPractice;Practice;Product;Course;DevelopmentCourse;IntroductionCourse;FirstPractice",""
"culturel","158","32","ParkAndGarden;Citadel;Dungeon;Castle","",""
"culturel","158","33","SportsAndLeisurePlace;EquipmentRentalShop","Rental;MultiActivity;Practice;Product;Course;DevelopmentCourse;IntroductionCourse;EquipmentRental;FreePractice",""
"culturel","158","34","ParkAndGarden;CityHeritage","",""
"culturel","158","35","HotelRestaurant","",""
"culturel","158","36","HotelRestaurant","",""
"culturel","159","0","HotelRestaurant","",""
"culturel","159","1","Ruins;Abbey;CityHeritage;Castle;Chapel;Church;Cloister","","Médiéval;Roman;Gothique;Moderne;Renaissance"
"culturel","159","2","Restaurant","",""
"culturel","159","3","Basilica;Museum;Convent","",""
"culturel","159","4","Bridge;Dungeon;CityHeritage;Church;IndustrialSite","","Renaissance;Médiéval;Roman"
"culturel","159","5","RemarkableBuilding;Museum","",""
"culturel","159","6","HotelRestaurant","",""
"culturel","159","7","HotelRestaurant","",""
"culturel","159","8","SelfCateringAccommodation","",""
"culturel","159","9","Castle","",""
"culturel","159","10","PigeonLoft;Chapel;Castle","","Renaissance;Médiéval;Xixe siècle"
"culturel","159","11","ParkAndGarden;Museum","",""
"culturel","159","12","Citadel;Castle","",""
"culturel","159","13","NaturalHeritage;Mill","",""
"culturel","159","14","Church","",""
"culturel","159","15","Museum","",""
"culturel","159","16","Castle","",""
"culturel","159","17","ParkAndGarden;Castle","",""
"culturel","159","18","SportsAndLeisurePlace;EquipmentRentalShop","AccompaniedPractice;Rental;Practice;Product;Course;EquipmentRental;DevelopmentCourse;IntroductionCourse;FirstPractice",""
"culturel","159","19","SelfCateringAccommodation","",""
"culturel","159","20","TechnicalHeritage;Collegiate","",""
"culturel","159","21","SelfCateringAccommodation","",""
"culturel","160","0","RentalAccommodation","AccommodationProduct;Product;Chalet",""
"culturel","160","1","Museum;TechnicalHeritage","","Renaissance;Xixe siècle"
"culturel","160","2","Museum;TechnicalHeritage","",""
"culturel","160","3","CafeOrTeahouse;BrasserieOrTavern;FastFoodRestaurant","",""
"culturel","160","4","ParkAndGarden","",""
"culturel","160","5","NaturalHeritage;Museum","",""
"culturel","160","6","SportsAndLeisurePlace","AccompaniedPractice;MultiActivity;Practice;Product;Course;DevelopmentCourse;IntroductionCourse;FirstPractice",""
"culturel","160","7","RentalAccommodation","AccommodationProduct;Product;Chalet",""
"culturel","160","8","RentalAccommodation","AccommodationProduct;Product;Chalet",""
"culturel","160","9","HotelRestaurant","",""
"culturel","160","10","CaveSinkholeOrAven;Museum","",""
"culturel","160","11","Museum","",""
"culturel","160","12","Church;Museum","",""
"culturel","160","13","HotelRestaurant","",""
"culturel","160","14","HotelRestaurant","",""
"culturel","161","0","SelfCateringAccommodation","",""
"culturel","161","1","Church","",""
"culturel","161","2","PointOfView","",""
"culturel","161","3","NaturalHeritage","",""
"culturel","161","4","Church","",""
"culturel","161","5","Church","",""
"culturel","161","6","Museum;RemembranceSite;IndustrialSite","",""
"culturel","161","7","ParkAndGarden;Castle","","Médiéval"
"culturel","161","8","HolidayCentre","",""
"culturel","161","9","SelfCateringAccommodation","",""
"culturel","161","10","FastFoodRestaurant;HotelRestaurant","",""
"culturel","161","11","PigeonLoft;Castle","","Renaissance"
"culturel","161","12","NaturalHeritage","",""
"culturel","161","13","Restaurant","",""
"culturel","161","14","Museum;TechnicalHeritage","",""
"culturel","161","15","Abbey;Cloister;Church","","Gothique;Roman"
"culturel","161","16","FastFoodRestaurant;HotelRestaurant","",""
"culturel","161","17","FastFoodRestaurant;HotelRestaurant","",""
"culturel","162","0","SelfCateringAccommodation","",""
"culturel","162","1","Museum;TechnicalHeritage","",""
"culturel","162","2","SelfServiceCafeteria","",""
"culturel","162","3","Church","","Renaissance"
"culturel","162","4","Church","",""
"culturel","162","5","Castle","",""
"culturel","162","6","SelfCateringAccommodation","",""
